timestamp,irradiance_wm2,ambient_c
2025-06-04 14:00:00+00:00,663.83017156,27.00000000
2025-06-04 15:00:00+00:00,640.68085563,26.72740661
2025-06-04 16:00:00+00:00,482.01933348,25.92820323
2025-06-04 17:00:00+00:00,455.53387760,24.65685425
2025-06-04 18:00:00+00:00,279.42737756,23.00000000
2025-06-04 19:00:00+00:00,62.24019823,21.07055236
2025-06-04 20:00:00+00:00,0.00000000,19.00000000
2025-06-04 21:00:00+00:00,0.00000000,16.92944764
2025-06-04 22:00:00+00:00,0.00000000,15.00000000
2025-06-04 23:00:00+00:00,0.00000000,13.34314575
2025-06-05 00:00:00+00:00,0.00000000,12.07179677
2025-06-05 01:00:00+00:00,0.00000000,11.27259339
2025-06-05 02:00:00+00:00,0.00000000,11.00000000
2025-06-05 03:00:00+00:00,0.00000000,11.27259339
2025-06-05 04:00:00+00:00,0.00000000,12.07179677
2025-06-05 05:00:00+00:00,0.00000000,13.34314575
2025-06-05 06:00:00+00:00,99.31055352,15.00000000
2025-06-05 07:00:00+00:00,243.85644835,16.92944764
2025-06-05 08:00:00+00:00,499.15018085,19.00000000
2025-06-05 09:00:00+00:00,566.78529647,21.07055236
2025-06-05 10:00:00+00:00,656.08337908,23.00000000
2025-06-05 11:00:00+00:00,790.94302957,24.65685425
2025-06-05 12:00:00+00:00,829.31349829,25.92820323
2025-06-05 13:00:00+00:00,904.12898088,26.72740661
2025-06-05 14:00:00+00:00,648.99267046,27.00000000
2025-06-05 15:00:00+00:00,438.74063973,26.72740661
2025-06-05 16:00:00+00:00,560.08593378,25.92820323
2025-06-05 17:00:00+00:00,377.35387606,24.65685425
2025-06-05 18:00:00+00:00,256.26411813,23.00000000
2025-06-05 19:00:00+00:00,108.46336961,21.07055236
2025-06-05 20:00:00+00:00,0.00000000,19.00000000
2025-06-05 21:00:00+00:00,0.00000000,16.92944764
2025-06-05 22:00:00+00:00,0.00000000,15.00000000
2025-06-05 23:00:00+00:00,0.00000000,13.34314575
2025-06-06 00:00:00+00:00,0.00000000,12.07179677
2025-06-06 01:00:00+00:00,0.00000000,11.27259339
2025-06-06 02:00:00+00:00,0.00000000,11.00000000
2025-06-06 03:00:00+00:00,0.00000000,11.27259339
2025-06-06 04:00:00+00:00,0.00000000,12.07179677
2025-06-06 05:00:00+00:00,0.00000000,13.34314575
2025-06-06 06:00:00+00:00,89.92998050,15.00000000
2025-06-06 07:00:00+00:00,318.41748434,16.92944764
2025-06-06 08:00:00+00:00,397.34435249,19.00000000
2025-06-06 09:00:00+00:00,465.36286577,21.07055236
2025-06-06 10:00:00+00:00,462.96494117,23.00000000
2025-06-06 11:00:00+00:00,616.77136209,24.65685425
2025-06-06 12:00:00+00:00,866.82450128,25.92820323
2025-06-06 13:00:00+00:00,608.15001378,26.72740661
2025-06-06 14:00:00+00:00,686.60949955,27.00000000
2025-06-06 15:00:00+00:00,844.60738873,26.72740661
2025-06-06 16:00:00+00:00,619.09655001,25.92820323
2025-06-06 17:00:00+00:00,523.07916816,24.65685425
2025-06-06 18:00:00+00:00,219.95327514,23.00000000
2025-06-06 19:00:00+00:00,55.82132867,21.07055236
2025-06-06 20:00:00+00:00,0.00000000,19.00000000
2025-06-06 21:00:00+00:00,0.00000000,16.92944764
2025-06-06 22:00:00+00:00,0.00000000,15.00000000
2025-06-06 23:00:00+00:00,0.00000000,13.34314575
2025-06-07 00:00:00+00:00,0.00000000,12.07179677
2025-06-07 01:00:00+00:00,0.00000000,11.27259339
2025-06-07 02:00:00+00:00,0.00000000,11.00000000
2025-06-07 03:00:00+00:00,0.00000000,11.27259339
2025-06-07 04:00:00+00:00,0.00000000,12.07179677
2025-06-07 05:00:00+00:00,0.00000000,13.34314575
2025-06-07 06:00:00+00:00,73.23221151,15.00000000
2025-06-07 07:00:00+00:00,248.28620535,16.92944764
2025-06-07 08:00:00+00:00,408.08861842,19.00000000
2025-06-07 09:00:00+00:00,482.13754493,21.07055236
2025-06-07 10:00:00+00:00,741.56993999,23.00000000
2025-06-07 11:00:00+00:00,581.79186524,24.65685425
2025-06-07 12:00:00+00:00,722.73706259,25.92820323
2025-06-07 13:00:00+00:00,518.88862165,26.72740661
2025-06-07 14:00:00+00:00,788.74412661,27.00000000
2025-06-07 15:00:00+00:00,731.27930210,26.72740661
2025-06-07 16:00:00+00:00,600.91866746,25.92820323
2025-06-07 17:00:00+00:00,530.70199632,24.65685425
2025-06-07 18:00:00+00:00,292.67222634,23.00000000
2025-06-07 19:00:00+00:00,75.19680457,21.07055236
2025-06-07 20:00:00+00:00,0.00000000,19.00000000
2025-06-07 21:00:00+00:00,0.00000000,16.92944764
2025-06-07 22:00:00+00:00,0.00000000,15.00000000
2025-06-07 23:00:00+00:00,0.00000000,13.34314575
