timestamp,wind_speed_ms
2025-06-05 01:00:00+00:00,5.78186389
2025-06-05 02:00:00+00:00,7.42758013
2025-06-05 03:00:00+00:00,4.22965151
2025-06-05 04:00:00+00:00,6.55388070
2025-06-05 05:00:00+00:00,6.36001982
2025-06-05 06:00:00+00:00,7.98314729
2025-06-05 07:00:00+00:00,9.74640797
2025-06-05 08:00:00+00:00,11.24419458
2025-06-05 09:00:00+00:00,10.83185236
2025-06-05 10:00:00+00:00,7.22877687
2025-06-05 11:00:00+00:00,5.31372102
2025-06-05 12:00:00+00:00,7.53163971
2025-06-05 13:00:00+00:00,3.84329811
2025-06-05 14:00:00+00:00,8.79674424
2025-06-05 15:00:00+00:00,9.52894607
2025-06-05 16:00:00+00:00,13.34438761
2025-06-05 17:00:00+00:00,5.85896017
2025-06-05 18:00:00+00:00,3.00820606
2025-06-05 19:00:00+00:00,4.19951690
2025-06-05 20:00:00+00:00,6.54127851
2025-06-05 21:00:00+00:00,10.58665091
2025-06-05 22:00:00+00:00,9.77435164
2025-06-05 23:00:00+00:00,6.38038998
2025-06-06 00:00:00+00:00,0.95118600
2025-06-06 01:00:00+00:00,7.57176507
2025-06-06 02:00:00+00:00,4.54428532
2025-06-06 03:00:00+00:00,6.00145727
2025-06-06 04:00:00+00:00,11.92733377
2025-06-06 05:00:00+00:00,9.10924765
2025-06-06 06:00:00+00:00,11.01841940
2025-06-06 07:00:00+00:00,1.98088212
2025-06-06 08:00:00+00:00,7.16465432
2025-06-06 09:00:00+00:00,12.27854258
2025-06-06 10:00:00+00:00,8.62777938
2025-06-06 11:00:00+00:00,8.50408571
2025-06-06 12:00:00+00:00,10.57646518
2025-06-06 13:00:00+00:00,3.82560670
2025-06-06 14:00:00+00:00,5.35737172
2025-06-06 15:00:00+00:00,16.49910781
2025-06-06 16:00:00+00:00,3.80912266
2025-06-06 17:00:00+00:00,5.02121285
2025-06-06 18:00:00+00:00,7.74546061
2025-06-06 19:00:00+00:00,5.53977833
2025-06-06 20:00:00+00:00,5.10088771
2025-06-06 21:00:00+00:00,7.57625499
2025-06-06 22:00:00+00:00,10.95274765
2025-06-06 23:00:00+00:00,10.67079717
2025-06-07 00:00:00+00:00,3.92337926
2025-06-07 01:00:00+00:00,11.10869397
2025-06-07 02:00:00+00:00,9.33376300
2025-06-07 03:00:00+00:00,3.91144984
2025-06-07 04:00:00+00:00,4.22101339
2025-06-07 05:00:00+00:00,6.63721260
2025-06-07 06:00:00+00:00,2.58447715
2025-06-07 07:00:00+00:00,13.73522339
2025-06-07 08:00:00+00:00,8.03785964
2025-06-07 09:00:00+00:00,5.05635782
2025-06-07 10:00:00+00:00,12.32680324
2025-06-07 11:00:00+00:00,8.04513073
2025-06-07 12:00:00+00:00,15.14168354
2025-06-07 13:00:00+00:00,14.28748480
2025-06-07 14:00:00+00:00,12.88852286
2025-06-07 15:00:00+00:00,7.12860977
2025-06-07 16:00:00+00:00,6.94570139
2025-06-07 17:00:00+00:00,12.71938765
2025-06-07 18:00:00+00:00,8.13234853
2025-06-07 19:00:00+00:00,8.51995404
2025-06-07 20:00:00+00:00,5.64058233
2025-06-07 21:00:00+00:00,6.76671445
2025-06-07 22:00:00+00:00,5.13290417
2025-06-07 23:00:00+00:00,9.71796205
