timestamp,river_flow_m3s
2025-06-04 17:00:00+00:00,25.18964202
2025-06-04 18:00:00+00:00,24.50962801
2025-06-04 19:00:00+00:00,22.38128844
2025-06-04 20:00:00+00:00,23.72265027
2025-06-04 21:00:00+00:00,21.72136988
2025-06-04 22:00:00+00:00,23.01785733
2025-06-04 23:00:00+00:00,21.39502026
2025-06-05 00:00:00+00:00,23.56038865
2025-06-05 01:00:00+00:00,26.15543930
2025-06-05 02:00:00+00:00,24.26500802
2025-06-05 03:00:00+00:00,23.28083908
2025-06-05 04:00:00+00:00,21.22659401
2025-06-05 05:00:00+00:00,22.67484906
2025-06-05 06:00:00+00:00,23.55099791
2025-06-05 07:00:00+00:00,21.93707813
2025-06-05 08:00:00+00:00,22.11461605
2025-06-05 09:00:00+00:00,19.84546844
2025-06-05 10:00:00+00:00,20.77433980
2025-06-05 11:00:00+00:00,19.50806164
2025-06-05 12:00:00+00:00,23.95186848
2025-06-05 13:00:00+00:00,22.15336522
2025-06-05 14:00:00+00:00,22.39091285
2025-06-05 15:00:00+00:00,21.21658903
2025-06-05 16:00:00+00:00,19.64912546
2025-06-05 17:00:00+00:00,21.55881882
2025-06-05 18:00:00+00:00,20.53330677
2025-06-05 19:00:00+00:00,20.08652163
2025-06-05 20:00:00+00:00,21.27387188
2025-06-05 21:00:00+00:00,21.30013199
2025-06-05 22:00:00+00:00,20.91669042
2025-06-05 23:00:00+00:00,20.17309998
2025-06-06 00:00:00+00:00,19.89217486
2025-06-06 01:00:00+00:00,21.05988528
2025-06-06 02:00:00+00:00,22.50048990
2025-06-06 03:00:00+00:00,19.09369123
2025-06-06 04:00:00+00:00,20.21977022
2025-06-06 05:00:00+00:00,20.80726794
2025-06-06 06:00:00+00:00,20.80951441
2025-06-06 07:00:00+00:00,20.29078178
2025-06-06 08:00:00+00:00,23.32259647
2025-06-06 09:00:00+00:00,21.49862231
2025-06-06 10:00:00+00:00,19.85104735
2025-06-06 11:00:00+00:00,18.79374351
2025-06-06 12:00:00+00:00,20.86863641
2025-06-06 13:00:00+00:00,22.87758503
2025-06-06 14:00:00+00:00,21.36460210
2025-06-06 15:00:00+00:00,18.38916084
2025-06-06 16:00:00+00:00,19.55504670
2025-06-06 17:00:00+00:00,21.39781358
2025-06-06 18:00:00+00:00,22.57822571
2025-06-06 19:00:00+00:00,21.51694318
2025-06-06 20:00:00+00:00,21.58107576
2025-06-06 21:00:00+00:00,22.74742302
2025-06-06 22:00:00+00:00,23.02878767
2025-06-06 23:00:00+00:00,20.77437003
2025-06-07 00:00:00+00:00,22.18016049
2025-06-07 01:00:00+00:00,20.57722497
2025-06-07 02:00:00+00:00,20.50896063
2025-06-07 03:00:00+00:00,22.58468843
2025-06-07 04:00:00+00:00,20.25135275
2025-06-07 05:00:00+00:00,22.24697441
2025-06-07 06:00:00+00:00,22.50656943
2025-06-07 07:00:00+00:00,23.25208457
2025-06-07 08:00:00+00:00,20.92952480
2025-06-07 09:00:00+00:00,22.86088321
2025-06-07 10:00:00+00:00,22.34948618
2025-06-07 11:00:00+00:00,24.38146640
2025-06-07 12:00:00+00:00,21.80704610
2025-06-07 13:00:00+00:00,21.46829917
2025-06-07 14:00:00+00:00,23.50424229
2025-06-07 15:00:00+00:00,21.98218817
2025-06-07 16:00:00+00:00,21.56257725
2025-06-07 17:00:00+00:00,24.31562897
2025-06-07 18:00:00+00:00,23.84890085
2025-06-07 19:00:00+00:00,19.70855821
2025-06-07 20:00:00+00:00,22.44769134
2025-06-07 21:00:00+00:00,22.33446219
2025-06-07 22:00:00+00:00,24.54902651
2025-06-07 23:00:00+00:00,25.65490194
