timestamp,mass_flow_kgs,production_c,reinjection_c
2025-06-03 06:00:00+00:00,72.70290660,159.13223252,70.00000000
2025-06-03 07:00:00+00:00,72.65234618,159.06546274,70.00000000
2025-06-03 08:00:00+00:00,72.59807621,159.00000000,70.00000000
2025-06-03 09:00:00+00:00,72.54017260,158.93593585,70.00000000
2025-06-03 10:00:00+00:00,72.47871632,158.87335988,70.00000000
2025-06-03 11:00:00+00:00,72.41379334,158.81235963,70.00000000
2025-06-03 12:00:00+00:00,72.34549445,158.75302040,70.00000000
2025-06-03 13:00:00+00:00,72.27391517,158.69542518,70.00000000
2025-06-03 14:00:00+00:00,72.19915562,158.63965452,70.00000000
2025-06-03 15:00:00+00:00,72.12132034,158.58578644,70.00000000
2025-06-03 16:00:00+00:00,72.04051821,158.53389626,70.00000000
2025-06-03 17:00:00+00:00,71.95686223,158.48405655,70.00000000
2025-06-03 18:00:00+00:00,71.87046941,158.43633704,70.00000000
2025-06-03 19:00:00+00:00,71.78146056,158.39080444,70.00000000
2025-06-03 20:00:00+00:00,71.68996017,158.34752245,70.00000000
2025-06-03 21:00:00+00:00,71.59609623,158.30655160,70.00000000
2025-06-03 22:00:00+00:00,71.50000000,158.26794919,70.00000000
2025-06-03 23:00:00+00:00,71.40180588,158.23176921,70.00000000
2025-06-04 00:00:00+00:00,71.30165122,158.19806226,70.00000000
2025-06-04 01:00:00+00:00,71.19967607,158.16687549,70.00000000
2025-06-04 02:00:00+00:00,71.09602307,158.13825250,70.00000000
2025-06-04 03:00:00+00:00,70.99083719,158.11223334,70.00000000
2025-06-04 04:00:00+00:00,70.88426552,158.08885439,70.00000000
2025-06-04 05:00:00+00:00,70.77645714,158.06814835,70.00000000
2025-06-04 06:00:00+00:00,70.66756280,158.05014418,70.00000000
2025-06-04 07:00:00+00:00,70.55773482,158.03486705,70.00000000
2025-06-04 08:00:00+00:00,70.44712680,158.02233835,70.00000000
2025-06-04 09:00:00+00:00,70.33589343,158.01257558,70.00000000
2025-06-04 10:00:00+00:00,70.22419028,158.00559241,70.00000000
2025-06-04 11:00:00+00:00,70.11217358,158.00139859,70.00000000
2025-06-04 12:00:00+00:00,70.00000000,158.00000000,70.00000000
2025-06-04 13:00:00+00:00,69.88782642,158.00139859,70.00000000
2025-06-04 14:00:00+00:00,69.77580972,158.00559241,70.00000000
2025-06-04 15:00:00+00:00,69.66410657,158.01257558,70.00000000
2025-06-04 16:00:00+00:00,69.55287320,158.02233835,70.00000000
2025-06-04 17:00:00+00:00,69.44226518,158.03486705,70.00000000
2025-06-04 18:00:00+00:00,69.33243720,158.05014418,70.00000000
2025-06-04 19:00:00+00:00,69.22354286,158.06814835,70.00000000
2025-06-04 20:00:00+00:00,69.11573448,158.08885439,70.00000000
2025-06-04 21:00:00+00:00,69.00916281,158.11223334,70.00000000
2025-06-04 22:00:00+00:00,68.90397693,158.13825250,70.00000000
2025-06-04 23:00:00+00:00,68.80032393,158.16687549,70.00000000
2025-06-05 00:00:00+00:00,68.69834878,158.19806226,70.00000000
2025-06-05 01:00:00+00:00,68.59819412,158.23176921,70.00000000
2025-06-05 02:00:00+00:00,68.50000000,158.26794919,70.00000000
2025-06-05 03:00:00+00:00,68.40390377,158.30655160,70.00000000
2025-06-05 04:00:00+00:00,68.31003983,158.34752245,70.00000000
2025-06-05 05:00:00+00:00,68.21853944,158.39080444,70.00000000
2025-06-05 06:00:00+00:00,68.12953059,158.43633704,70.00000000
2025-06-05 07:00:00+00:00,68.04313777,158.48405655,70.00000000
2025-06-05 08:00:00+00:00,67.95948179,158.53389626,70.00000000
2025-06-05 09:00:00+00:00,67.87867966,158.58578644,70.00000000
2025-06-05 10:00:00+00:00,67.80084438,158.63965452,70.00000000
2025-06-05 11:00:00+00:00,67.72608483,158.69542518,70.00000000
2025-06-05 12:00:00+00:00,67.65450555,158.75302040,70.00000000
2025-06-05 13:00:00+00:00,67.58620666,158.81235963,70.00000000
2025-06-05 14:00:00+00:00,67.52128368,158.87335988,70.00000000
2025-06-05 15:00:00+00:00,67.45982740,158.93593585,70.00000000
2025-06-05 16:00:00+00:00,67.40192379,159.00000000,70.00000000
2025-06-05 17:00:00+00:00,67.34765382,159.06546274,70.00000000
2025-06-05 18:00:00+00:00,67.29709340,159.13223252,70.00000000
2025-06-05 19:00:00+00:00,67.25031323,159.20021595,70.00000000
2025-06-05 20:00:00+00:00,67.20737875,159.26931795,70.00000000
2025-06-05 21:00:00+00:00,67.16835001,159.33944188,70.00000000
2025-06-05 22:00:00+00:00,67.13328158,159.41048965,70.00000000
2025-06-05 23:00:00+00:00,67.10222252,159.48236191,70.00000000
2025-06-06 00:00:00+00:00,67.07521626,159.55495813,70.00000000
2025-06-06 01:00:00+00:00,67.05230058,159.62817679,70.00000000
2025-06-06 02:00:00+00:00,67.03350752,159.70191547,70.00000000
2025-06-06 03:00:00+00:00,67.01886337,159.77607105,70.00000000
2025-06-06 04:00:00+00:00,67.00838861,159.85053981,70.00000000
2025-06-06 05:00:00+00:00,67.00209789,159.92521761,70.00000000
2025-06-06 06:00:00+00:00,67.00000000,160.00000000,70.00000000
2025-06-06 07:00:00+00:00,67.00209789,160.07478239,70.00000000
2025-06-06 08:00:00+00:00,67.00838861,160.14946019,70.00000000
2025-06-06 09:00:00+00:00,67.01886337,160.22392895,70.00000000
2025-06-06 10:00:00+00:00,67.03350752,160.29808453,70.00000000
2025-06-06 11:00:00+00:00,67.05230058,160.37182321,70.00000000
2025-06-06 12:00:00+00:00,67.07521626,160.44504187,70.00000000
2025-06-06 13:00:00+00:00,67.10222252,160.51763809,70.00000000
2025-06-06 14:00:00+00:00,67.13328158,160.58951035,70.00000000
2025-06-06 15:00:00+00:00,67.16835001,160.66055812,70.00000000
2025-06-06 16:00:00+00:00,67.20737875,160.73068205,70.00000000
2025-06-06 17:00:00+00:00,67.25031323,160.79978405,70.00000000
2025-06-06 18:00:00+00:00,67.29709340,160.86776748,70.00000000
2025-06-06 19:00:00+00:00,67.34765382,160.93453726,70.00000000
2025-06-06 20:00:00+00:00,67.40192379,161.00000000,70.00000000
2025-06-06 21:00:00+00:00,67.45982740,161.06406415,70.00000000
2025-06-06 22:00:00+00:00,67.52128368,161.12664012,70.00000000
2025-06-06 23:00:00+00:00,67.58620666,161.18764037,70.00000000
2025-06-07 00:00:00+00:00,67.65450555,161.24697960,70.00000000
2025-06-07 01:00:00+00:00,67.72608483,161.30457482,70.00000000
2025-06-07 02:00:00+00:00,67.80084438,161.36034548,70.00000000
2025-06-07 03:00:00+00:00,67.87867966,161.41421356,70.00000000
2025-06-07 04:00:00+00:00,67.95948179,161.46610374,70.00000000
2025-06-07 05:00:00+00:00,68.04313777,161.51594345,70.00000000
2025-06-07 06:00:00+00:00,68.12953059,161.56366296,70.00000000
2025-06-07 07:00:00+00:00,68.21853944,161.60919556,70.00000000
2025-06-07 08:00:00+00:00,68.31003983,161.65247755,70.00000000
2025-06-07 09:00:00+00:00,68.40390377,161.69344840,70.00000000
2025-06-07 10:00:00+00:00,68.50000000,161.73205081,70.00000000
2025-06-07 11:00:00+00:00,68.59819412,161.76823079,70.00000000
2025-06-07 12:00:00+00:00,68.69834878,161.80193774,70.00000000
2025-06-07 13:00:00+00:00,68.80032393,161.83312451,70.00000000
2025-06-07 14:00:00+00:00,68.90397693,161.86174750,70.00000000
2025-06-07 15:00:00+00:00,69.00916281,161.88776666,70.00000000
2025-06-07 16:00:00+00:00,69.11573448,161.91114561,70.00000000
2025-06-07 17:00:00+00:00,69.22354286,161.93185165,70.00000000
2025-06-07 18:00:00+00:00,69.33243720,161.94985582,70.00000000
2025-06-07 19:00:00+00:00,69.44226518,161.96513295,70.00000000
2025-06-07 20:00:00+00:00,69.55287320,161.97766165,70.00000000
2025-06-07 21:00:00+00:00,69.66410657,161.98742442,70.00000000
2025-06-07 22:00:00+00:00,69.77580972,161.99440759,70.00000000
2025-06-07 23:00:00+00:00,69.88782642,161.99860141,70.00000000
